IaC_File,Precision,Recall,Fscore,Success_rate,MRR
iiab/roles/sugarizer/tasks/main2.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/nodered/defaults/main.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/nodered/templates/settings.js.j2.unused_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/nodered/tasks/install.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/cups/tasks/install.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/nextcloud/tasks/main.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/kolibri/tasks/main.yml_(IaC)_,0.1,0.0625,0.07692307692307693,1.0,0.5
iiab/roles/pbx/tasks/freepbx.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/nodered/tasks/rpi_desk.yml_(IaC)_,0.1,0.0625,0.07692307692307693,1.0,0.5
iiab/roles/nodered/tasks/main.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/nodered/tasks/group.yml_(IaC)_,0.1,0.0625,0.07692307692307693,1.0,1.0
iiab/roles/calibre-web/tasks/main.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
