IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-tp/manifests/conf.pp_(IaC)_,0.2857142857142857,0.16666666666666666,0.2105263157894737,1.0,0.5
puppet-tp/metadata.json_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/tp_install_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/elasticsearch_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-16.04-x86_64/elasticsearch_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/inifile.erb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/inifile_with_stanzas.erb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/spaced.erb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/spaced_with_stanzas.erb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/manifests/repo.pp_(IaC)_,0.42857142857142855,0.25,0.3157894736842105,1.0,1.0
puppet-tp/manifests/init.pp_(IaC)_,0.2857142857142857,0.16666666666666666,0.2105263157894737,1.0,1.0
puppet-tp/types/settings.pp_(IaC)_,0.2857142857142857,0.16666666666666666,0.2105263157894737,1.0,0.5
puppet-tp/manifests/install.pp_(IaC)_,0.2857142857142857,0.16666666666666666,0.2105263157894737,1.0,0.2
