IaC_File,Precision,Recall,Fscore,Success_rate,MRR
iiab/roles/awstats/tasks/main.yml_(IaC)_,0.3,0.09375,0.14285714285714285,1.0,0.5
iiab/roles/internetarchive/tasks/main.yml_(IaC)_,0.4,0.125,0.19047619047619047,1.0,0.5
iiab/roles/transmission/tasks/main.yml_(IaC)_,0.5,0.15625,0.23809523809523808,1.0,1.0
iiab/roles/phpmyadmin/tasks/main.yml_(IaC)_,0.4,0.125,0.19047619047619047,1.0,1.0
iiab/roles/kalite/tasks/main.yml_(IaC)_,0.3,0.09375,0.14285714285714285,1.0,1.0
iiab/roles/pbx/tasks/main.yml_(IaC)_,0.3,0.09375,0.14285714285714285,1.0,1.0
iiab/roles/gitea/tasks/main.yml_(IaC)_,0.4,0.125,0.19047619047619047,1.0,1.0
iiab/roles/calibre/tasks/main.yml_(IaC)_,0.4,0.125,0.19047619047619047,1.0,1.0
iiab/roles/munin/tasks/main.yml_(IaC)_,0.5,0.15625,0.23809523809523808,1.0,1.0
iiab/roles/nextcloud/tasks/main.yml_(IaC)_,0.4,0.125,0.19047619047619047,1.0,1.0
iiab/roles/captiveportal/tasks/main.yml_(IaC)_,0.3,0.09375,0.14285714285714285,1.0,1.0
iiab/roles/postgresql/tasks/main.yml_(IaC)_,0.4,0.125,0.19047619047619047,1.0,1.0
iiab/roles/osm-vector-maps/tasks/main.yml_(IaC)_,0.4,0.125,0.19047619047619047,1.0,0.5
iiab/roles/kiwix/tasks/main.yml_(IaC)_,0.5,0.15625,0.23809523809523808,1.0,1.0
iiab/roles/vnstat/tasks/main.yml_(IaC)_,0.4,0.125,0.19047619047619047,1.0,0.5
iiab/roles/mosquitto/tasks/main.yml_(IaC)_,0.4,0.125,0.19047619047619047,1.0,1.0
iiab/roles/kolibri/tasks/main.yml_(IaC)_,0.5,0.15625,0.23809523809523808,1.0,1.0
iiab/roles/minetest/tasks/main.yml_(IaC)_,0.4,0.125,0.19047619047619047,1.0,1.0
iiab/roles/mongodb/tasks/enable-or-disable.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/mongodb/tasks/main.yml_(IaC)_,0.3,0.09375,0.14285714285714285,1.0,1.0
iiab/roles/wordpress/tasks/main.yml_(IaC)_,0.5,0.15625,0.23809523809523808,1.0,1.0
iiab/roles/nodered/tasks/main.yml_(IaC)_,0.4,0.125,0.19047619047619047,1.0,1.0
iiab/roles/monit/tasks/main.yml_(IaC)_,0.3,0.09375,0.14285714285714285,1.0,1.0
iiab/roles/jupyterhub/tasks/main.yml_(IaC)_,0.2,0.0625,0.09523809523809523,1.0,1.0
iiab/roles/mediawiki/tasks/main.yml_(IaC)_,0.6,0.1875,0.2857142857142857,1.0,1.0
iiab/roles/calibre-web/tasks/main.yml_(IaC)_,0.3,0.09375,0.14285714285714285,1.0,1.0
iiab/roles/nodejs/tasks/main.yml_(IaC)_,0.2,0.0625,0.09523809523809523,1.0,1.0
