IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-tp/manifests/conf.pp_(IaC)_,0.14285714285714285,0.041666666666666664,0.06451612903225806,1.0,0.16666666666666666
puppet-tp/data/RedHat.yaml_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/data/RedHat9.yaml_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/metadata.json_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/functions/tp_lookup_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/redhat-8-x86_64/elasticsearch_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/redhat-8-x86_64/icinga2_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/redhat-8-x86_64/openssh_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/redhat-8-x86_64/rsyslog_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/redhat-8-x86_64/sysdig_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-22.04-x86_64/elasticsearch_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-22.04-x86_64/icinga2_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-22.04-x86_64/openssh_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-22.04-x86_64/rsyslog_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-22.04-x86_64/sysdig_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/run_debug.epp_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/tp.epp_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/tp.erb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/manifests/repo.pp_(IaC)_,0.14285714285714285,0.041666666666666664,0.06451612903225806,1.0,0.25
puppet-tp/manifests/install.pp_(IaC)_,0.14285714285714285,0.041666666666666664,0.06451612903225806,1.0,0.3333333333333333
