IaC_File,Precision,Recall,Fscore,Success_rate,MRR
algo/roles/cloud-ec2/tasks/prompts.yml_(IaC)_,0.2,0.15384615384615385,0.17391304347826086,1.0,0.14285714285714285
algo/Vagrantfile_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/config.cfg_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/library/cloudstack_zones.py_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/main.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/roles/common/tasks/ubuntu.yml_(IaC)_,0.3,0.23076923076923078,0.2608695652173913,1.0,1.0
algo/roles/cloud-scaleway/tasks/main.yml_(IaC)_,0.2,0.15384615384615385,0.17391304347826086,1.0,0.3333333333333333
algo/roles/cloud-ec2/tasks/main.yml_(IaC)_,0.2,0.15384615384615385,0.17391304347826086,1.0,0.5
algo/playbooks/cloud-pre.yml_(IaC)_,0.1,0.07692307692307693,0.08695652173913043,1.0,0.125
algo/roles/common/tasks/main.yml_(IaC)_,0.1,0.07692307692307693,0.08695652173913043,1.0,0.1111111111111111
algo/roles/cloud-cloudstack/tasks/prompts.yml_(IaC)_,0.2,0.15384615384615385,0.17391304347826086,1.0,1.0
algo/roles/cloud-azure/tasks/venv.yml_(IaC)_,0.1,0.07692307692307693,0.08695652173913043,1.0,0.2
algo/roles/cloud-openstack/tasks/main.yml_(IaC)_,0.2,0.15384615384615385,0.17391304347826086,1.0,0.5
algo/roles/cloud-cloudstack/tasks/main.yml_(IaC)_,0.2,0.15384615384615385,0.17391304347826086,1.0,0.16666666666666666
