IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-prometheus/manifests/ipmi_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/.github/workflows/ci.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-prometheus/.msync.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-prometheus/spec/classes/node_exporter_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-prometheus/spec/spec_helper.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-prometheus/manifests/haproxy_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/server.pp_(IaC)_,0.6666666666666666,0.047619047619047616,0.08888888888888889,1.0,0.5
puppet-prometheus/manifests/varnish_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/beanstalkd_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/ssh_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/mysqld_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/process_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/pushprox_client.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/dellhw_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/puppetdb_exporter.pp_(IaC)_,0.6666666666666666,0.047619047619047616,0.08888888888888889,1.0,1.0
puppet-prometheus/manifests/redis_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/memcached_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/ssl_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/snmp_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/daemon.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/rabbitmq_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/mesos_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/nginx_vts_exporter.pp_(IaC)_,0.6666666666666666,0.047619047619047616,0.08888888888888889,1.0,0.5
puppet-prometheus/manifests/elasticsearch_exporter.pp_(IaC)_,0.6666666666666666,0.047619047619047616,0.08888888888888889,1.0,1.0
puppet-prometheus/manifests/node_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/grok_exporter.pp_(IaC)_,0.6666666666666666,0.047619047619047616,0.08888888888888889,1.0,1.0
puppet-prometheus/manifests/openldap_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/consul_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/alertmanager.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/mongodb_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/bird_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/collectd_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/pushgateway.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/ipsec_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/statsd_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/openvpn_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/apache_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/blackbox_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/postgres_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/graphite_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
puppet-prometheus/manifests/unbound_exporter.pp_(IaC)_,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0
