IaC_File,Precision,Recall,Fscore,Success_rate,MRR
ansible-collection-hardening/roles/os_hardening/tasks/hardening.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
ansible-collection-hardening/galaxy.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
ansible-collection-hardening/molecule/os_hardening/converge.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
ansible-collection-hardening/molecule/os_hardening/prepare.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
ansible-collection-hardening/molecule/os_hardening/prepare_tasks/netrc.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
ansible-collection-hardening/molecule/os_hardening/verify.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
ansible-collection-hardening/molecule/os_hardening/verify_tasks/netrc.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
ansible-collection-hardening/roles/os_hardening/defaults/main.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
ansible-collection-hardening/roles/os_hardening/tasks/netrc.yml_(IaC)_,0.3333333333333333,0.1111111111111111,0.16666666666666666,1.0,0.5
ansible-collection-hardening/roles/os_hardening/tasks/rhosts.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
