IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-icinga2/examples/init_elasticsearch.pp_(IaC)_,0.4,0.1,0.16000000000000003,1.0,1.0
puppet-icinga2/lib/puppet/functions/icinga2/icinga2_ticket_id.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-icinga2/lib/puppet_x/icinga2/utils.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-icinga2/examples/init_idopgsql.pp_(IaC)_,0.8,0.2,0.32000000000000006,1.0,1.0
puppet-icinga2/manifests/feature/icingadb.pp_(IaC)_,0.4,0.1,0.16000000000000003,1.0,1.0
puppet-icinga2/examples/init_influxdb2.pp_(IaC)_,0.6,0.15,0.24,1.0,1.0
puppet-icinga2/examples/init_server.pp_(IaC)_,0.4,0.1,0.16000000000000003,1.0,1.0
puppet-icinga2/examples/init_api.pp_(IaC)_,0.6,0.15,0.24,1.0,1.0
puppet-icinga2/manifests/feature/influxdb.pp_(IaC)_,0.4,0.1,0.16000000000000003,1.0,0.5
puppet-icinga2/manifests/feature/elasticsearch.pp_(IaC)_,0.4,0.1,0.16000000000000003,1.0,1.0
puppet-icinga2/examples/init_influxdb.pp_(IaC)_,0.8,0.2,0.32000000000000006,1.0,1.0
puppet-icinga2/examples/init_worker_validate.pp_(IaC)_,0.6,0.15,0.24,1.0,1.0
puppet-icinga2/types/basicauth.pp_(IaC)_,0.2,0.05,0.08000000000000002,1.0,0.3333333333333333
puppet-icinga2/examples/init_icingadb.pp_(IaC)_,0.6,0.15,0.24,1.0,1.0
puppet-icinga2/examples/init_idomysql.pp_(IaC)_,0.6,0.15,0.24,1.0,1.0
puppet-icinga2/examples/init_worker.pp_(IaC)_,0.6,0.15,0.24,1.0,1.0
puppet-icinga2/manifests/feature/influxdb2.pp_(IaC)_,0.6,0.15,0.24,1.0,1.0
puppet-icinga2/manifests/object/apiuser.pp_(IaC)_,0.0,0.0,0.0,0.0,0.0
puppet-icinga2/manifests/feature/idopgsql.pp_(IaC)_,0.2,0.05,0.08000000000000002,1.0,0.5
puppet-icinga2/manifests/feature/idomysql.pp_(IaC)_,0.6,0.15,0.24,1.0,1.0
puppet-icinga2/manifests/feature/api.pp_(IaC)_,0.4,0.1,0.16000000000000003,1.0,0.5
